ID;Station;Line;AdmArea;District;MCDStation;AeroexpressStation;RailwayStation;RailwayTerminal;ObjectStatus;global_id
47;Курская;Арбатско-Покровская линия;Центральный административный округ;Басманный район;"[{""value"": ""Курская"", ""global_id"": 1059233904}]";;"[{""value"": ""Курская"", ""global_id"": 1132155409}]";"[[{""value"": ""Курский"", ""global_id"": 1058614652}]]";действует;58702094
97;Третьяковская;Калужско-Рижская линия;Центральный административный округ;район Замоскворечье;;;;[];действует;58702104
168;Крестьянская застава;Люблинско-Дмитровская линия;Центральный административный округ;Таганский район;;;;[];действует;58702174
54;Кунцевская;Арбатско-Покровская линия;Западный административный округ;район Кунцево;"[{""value"": ""Кунцевская"", ""global_id"": 1058901824}]";"[{""value"": ""Кунцевская"", ""global_id"": 1508986102}]";"[{""value"": ""Кунцевская"", ""global_id"": 1132155392}]";[];действует;58702164
101;Академическая;Калужско-Рижская линия;Юго-Западный административный округ;Академический район;;;;[];действует;58702131
185;Улица Горчакова;Бутовская линия Лёгкого метро;Юго-Западный административный округ;район Южное Бутово;;;;[];действует;58702045
9;Лубянка;Сокольническая линия;Центральный административный округ;Тверской район;;;;[];действует;58702025
167;Римская;Люблинско-Дмитровская линия;Центральный административный округ;Таганский район;"[{""value"": ""Москва-Товарная"", ""global_id"": 1059234781}]";;"[{""value"": ""Москва-Товарная"", ""global_id"": 1132155410}]";[];действует;58702224
64;Багратионовская;Филёвская линия;Западный административный округ;район Филёвский Парк;;;;[];действует;58702214
247;Проспект Вернадского;Большая кольцевая линия;Западный административный округ;район Раменки;;;;[];действует;58702184
46;Бауманская;Арбатско-Покровская линия;Центральный административный округ;Басманный район;;;;[];действует;58702204
112;Тушинская;Таганско-Краснопресненская линия;Северо-Западный административный округ;район Покровское-Стрешнево;"[{""value"": ""Тушинская"", ""global_id"": 1058984243}]";;"[{""value"": ""Тушинская"", ""global_id"": 1132155511}]";[];действует;58702194
36;Сокол;Замоскворецкая линия;Северный административный округ;район Сокол;;;;[];действует;58702055
124;Волгоградский проспект;Таганско-Краснопресненская линия;Юго-Восточный административный округ;Южнопортовый район;;;;[];действует;58702065
116;Беговая;Таганско-Краснопресненская линия;Центральный административный округ;Пресненский район;"[{""value"": ""Беговая"", ""global_id"": 1058905211}]";"[{""value"": ""Беговая"", ""global_id"": 1721303669}]";"[{""value"": ""Беговая"", ""global_id"": 1132155386}]";[];действует;58702014
320;Новаторская;Большая кольцевая линия;Юго-Западный административный округ;Обручевский район;;;;[];действует;1266781655
284;Шелепиха;Московское центральное кольцо;Центральный административный округ;Пресненский район;"[{""value"": ""Тестовская"", ""global_id"": 1058903381}]";"[{""value"": ""Тестовская"", ""global_id"": 1508985132}]";"[{""value"": ""Тестовская"", ""global_id"": 1132155494}]";[];действует;277904735
142;Тимирязевская;Серпуховско-Тимирязевская линия;Северный административный округ;Тимирязевский район;"[{""value"": ""Тимирязевская"", ""global_id"": 1058907003}]";;"[{""value"": ""Тимирязевская"", ""global_id"": 1132046986}]";[];действует;58701972
156;Чертановская;Серпуховско-Тимирязевская линия;Южный административный округ;район Чертаново Северное;;;;[];действует;58702020
135;Марксистская;Калининская линия;Центральный административный округ;Таганский район;;;;[];действует;58702030
70;Арбатская;Филёвская линия;Центральный административный округ;район Арбат;;;;[];действует;58702040
190;Телецентр;Московская монорельсовая транспортная система;Северо-Восточный административный округ;Останкинский район;;;;[];действует;58702159
136;Третьяковская;Калининская линия;Центральный административный округ;район Замоскворечье;;;;[];действует;58701962
297;Дубровка;Московское центральное кольцо;Юго-Восточный административный округ;Южнопортовый район;;;;[];действует;277904749
72;Выставочная;Филёвская линия;Центральный административный округ;Пресненский район;"[{""value"": ""Тестовская"", ""global_id"": 1058903381}]";"[{""value"": ""Тестовская"", ""global_id"": 1508985132}]";"[{""value"": ""Тестовская"", ""global_id"": 1132155494}]";[];действует;58702199
207;Бутырская;Люблинско-Дмитровская линия;Северо-Восточный административный округ;Бутырский район;;;"[{""value"": ""Останкино"", ""global_id"": 1132155429}]";[];действует;58702189
274;Бульвар Рокоссовского;Московское центральное кольцо;Восточный административный округ;район Богородское;;;;[];действует;277904759
285;Деловой центр;Московское центральное кольцо;Центральный административный округ;Пресненский район;"[{""value"": ""Тестовская"", ""global_id"": 1058903381}]";"[{""value"": ""Тестовская"", ""global_id"": 1508985132}]";"[{""value"": ""Тестовская"", ""global_id"": 1132155494}]";[];действует;277904758
17;Университет;Сокольническая линия;Западный административный округ;район Раменки;;;;[];действует;58702149
68;Киевская;Филёвская линия;Западный административный округ;район Дорогомилово;;"[{""value"": ""Киевский вокзал"", ""global_id"": 1508979255}]";"[{""value"": ""Киевский вокзал"", ""global_id"": 1132155459}]";"[[{""value"": ""Киевский"", ""global_id"": 1058616246}]]";действует;58702139
35;Аэропорт;Замоскворецкая линия;Северный административный округ;район Аэропорт;;;;[];действует;58702102
76;Добрынинская;Кольцевая линия;Центральный административный округ;район Замоскворечье;;;;[];действует;58702112
16;Воробьёвы горы;Сокольническая линия;Западный административный округ;район Раменки;;;;[];действует;58702122
123;Пролетарская;Таганско-Краснопресненская линия;Центральный административный округ;Таганский район;;;;[];действует;58702132
37;Войковская;Замоскворецкая линия;Северный административный округ;Войковский район;"[{""value"": ""Стрешнево"", ""global_id"": 1058985425}]";;"[{""value"": ""Стрешнево"", ""global_id"": 1132155400}]";[];действует;58702142
210;Окружная;Люблинско-Дмитровская линия;Северный административный округ;Тимирязевский район;"[{""value"": ""Окружная"", ""global_id"": 1058907212}]";"[{""value"": ""Окружная"", ""global_id"": 1508983290}]";"[{""value"": ""Окружная"", ""global_id"": 1132046990}]";[];действует;58702111
57;Строгино;Арбатско-Покровская линия;Северо-Западный административный округ;район Строгино;;;;[];действует;58702125
95;Тургеневская;Калужско-Рижская линия;Центральный административный округ;Красносельский район;;;;[];действует;58702135
263;Мичуринский проспект;Солнцевская линия;Западный административный округ;район Раменки;;;;[];действует;58702061
62;Пионерская;Филёвская линия;Западный административный округ;район Фили-Давыдково;;;;[];действует;58702048
280;Лихоборы;Московское центральное кольцо;Северный административный округ;район Коптево;;;;[];действует;277904737
141;Петровско-Разумовская;Серпуховско-Тимирязевская линия;Северный административный округ;Тимирязевский район;;;"[{""value"": ""Петровско-Разумовская"", ""global_id"": 1132155430}]";[];действует;58702177
22;Орехово;Замоскворецкая линия;Южный административный округ;район Орехово-Борисово Северное;;;;[];действует;58702157
277;Ботанический сад;Московское центральное кольцо;Северо-Восточный административный округ;район Свиблово;;;;[];действует;277904747
276;Ростокино;Московское центральное кольцо;Северо-Восточный административный округ;район Ростокино;;;"[{""value"": ""Ростокино"", ""global_id"": 1132155477}]";[];действует;277904757
299;ЦСКА;Большая кольцевая линия;Северный административный округ;Хорошёвский район;;;;[];действует;696742167
303;Беломорская;Замоскворецкая линия;Северный административный округ;район Левобережный;;;;[];действует;904474367
307;Савёловская;Большая кольцевая линия;Северный административный округ;Савёловский район;"[{""value"": ""Савеловская"", ""global_id"": 1058906777}]";"[{""value"": ""Савеловский вокзал"", ""global_id"": 1508984420}]";"[{""value"": ""Савёловская"", ""global_id"": 1132046977}]";"[[{""value"": ""Савеловский"", ""global_id"": 1058615229}]]";действует;906044097
309;Прокшино;Сокольническая линия;Новомосковский административный округ;поселение Сосенское;;;;[];действует;930063627
86;Медведково;Калужско-Рижская линия;Северо-Восточный административный округ;район Северное Медведково;;;;[];действует;58701963
90;ВДНХ;Калужско-Рижская линия;Северо-Восточный административный округ;Останкинский район;;;;[];действует;58701973
231;Нижегородская;Некрасовская линия;Юго-Восточный административный округ;Нижегородский район;;;"[{""value"": ""Нижегородская"", ""global_id"": 1132155557}]";[];действует;58701983
27;Автозаводская;Замоскворецкая линия;Южный административный округ;Даниловский район;;;;[];действует;58701993
21;Домодедовская;Замоскворецкая линия;Южный административный округ;район Орехово-Борисово Южное;;;;[];действует;58702003
306;Коптево;Московское центральное кольцо;Северный административный округ;район Коптево;;;;[];действует;905932373
154;Нахимовский проспект;Серпуховско-Тимирязевская линия;Юго-Западный административный округ;район Зюзино;;;;[];действует;58702108
240;Деловой центр;Большая кольцевая линия;Центральный административный округ;Пресненский район;"[{""value"": ""Тестовская"", ""global_id"": 1058903381}]";"[{""value"": ""Тестовская"", ""global_id"": 1508985132}]";"[{""value"": ""Тестовская"", ""global_id"": 1132155494}]";[];действует;58702134
269;Рассказовка;Солнцевская линия;Новомосковский административный округ;поселение Внуковское;;;;[];действует;58702050
114;Октябрьское поле;Таганско-Краснопресненская линия;Северо-Западный административный округ;район Щукино;;;;[];действует;58702190
219;Волхонка;Солнцевская линия;Центральный административный округ;район Хамовники;;;;[];строится;58702138
61;Кунцевская;Филёвская линия;Западный административный округ;район Кунцево;"[{""value"": ""Кунцевская"", ""global_id"": 1058901824}]";"[{""value"": ""Кунцевская"", ""global_id"": 1508986102}]";"[{""value"": ""Кунцевская"", ""global_id"": 1132155392}]";[];действует;58702128
234;Юго-Восточная;Некрасовская линия;Юго-Восточный административный округ;район Выхино-Жулебино;;;;[];действует;58702118
292;Автозаводская;Московское центральное кольцо;Южный административный округ;Даниловский район;;;;[];действует;277904738
223;Минская;Солнцевская линия;Западный административный округ;район Дорогомилово;;;;[];действует;58702098
186;Бунинская аллея;Бутовская линия Лёгкого метро;Юго-Западный административный округ;район Южное Бутово;;;;[];действует;58702200
7;Красные ворота;Сокольническая линия;Центральный административный округ;Красносельский район;;;;[];действует;58702220
199;Ховрино;Замоскворецкая линия;Северный административный округ;район Ховрино;;;"[{""value"": ""Ховрино"", ""global_id"": 1132155434}]";[];действует;58702230
283;Хорошёво;Московское центральное кольцо;Северный административный округ;Хорошёвский район;;;;[];действует;277904740
272;Измайлово;Московское центральное кольцо;Восточный административный округ;район Соколиная Гора;;;;[];действует;277904750
282;Стрешнево;Московское центральное кольцо;Северный административный округ;район Сокол;"[{""value"": ""Стрешнево"", ""global_id"": 1058985425}]";;"[{""value"": ""Стрешнево"", ""global_id"": 1132155400}]";[];действует;277904760
288;Площадь Гагарина;Московское центральное кольцо;Юго-Западный административный округ;Гагаринский район;;;;[];действует;277904736
126;Кузьминки;Таганско-Краснопресненская линия;Юго-Восточный административный округ;район Кузьминки;;;;[];действует;58702127
